Continent,Species Distribution,Status,Order,FAMILY,Genus,Species,,LogMass,Combined Mass (g),Comments,Reference,IUCN status,comment,comment,Home Range Size,units for home range sizse,reference for home range
NA,"Oaxaca and Yutcatan (Mexico) to Peru, N Argentina, E Brazil and Trinidad",extant,Chiroptera,Molossidae,Eumops,auripendulus,,1.454,28.450,,153,,,,,,
NA,"Jalisco (Mexico) to Peru, N Argentina and Brazil, Jamaica, Cuba, Florida (USA)",extant,Chiroptera,Molossidae,Eumops,glaucinus,,1.549,35.383,,153,,,,,,
NA,"California and Texas (USA) to Zacatecas and Hidalgo (Mexico), Colombia to N argentina and E Brazil, Cuba",extant,Chiroptera,Molossidae,Eumops,perotis,,1.709,51.130,,153,,,,,,
NA,Arizona (USA) to Nicaragua,extant,Chiroptera,Molossidae,Eumops,underwoodi,,1.738,54.700,,153,,,,,,
NA,"Panama to Peru, n Argentina, Paraguay, brazil and Surinam",extant,Chiroptera,Molossidae,Molossops,planirostris,,1.094,12.421,,153,,,,,,
NA,"Nayarit (Mexico) to Ecuador and NE Brazil, Trinidad",extant,Chiroptera,Molossidae,Molossops,greenhalli,,1.175,14.967,,153,,,,,,
NA,"Sinaloa and Coahuila (Mexico) to Peru, N Argentina, uruguay, brazil and Guinanas, greater and lesser antilles, margarita isl (Venezuela), Curacao and Bonaire (netherlands Antilles); Trinidad and Taboago",extant,Chiroptera,Molossidae,Molossus,molossus,,1.133,13.580,,153,,,,,,
NA,"Honduras to Ecuador and Venezuela, Cozumel Isl (Mexico)",extant,Chiroptera,Molossidae,Molossus,bondae,,1.250,17.800,,153,,,,,,
NA,"Sinaloa (Mexico) to Colombia and Surinam, Trinidad",extant,Chiroptera,Molossidae,Molossus,sinaloae,,1.354,22.580,,153,,,,,,
NA,"Guerrero, Oaxaca (Mexico), Nicaragua to Colombia, Venezuela and Guyana",extant,Chiroptera,Molossidae,Molossus,pretiosus,,1.431,27.000,,250,,,,,,
NA,"Tamaulipas and Sinaloa (Mexico) to Peru, N Argentina, Brazil and Guinanas, Trinidad",extant,Chiroptera,Molossidae,Molossus,ater,,1.501,31.660,,153,,,,,,
NA,"Tamaulipas and Ja;isco (Mexico) to NW Peru, N Argentina and Brazil, Trinidad, cuba",extant,Chiroptera,Molossidae,Nyctinomops,laticaudatus,,1.087,12.220,,153,,,,,,
NA,"Guerrero (Mexico) to New Mexico, Arizona, Calfornia (USA) and Baja California (Mexico)",extant,Chiroptera,Molossidae,Nyctinomops,femorosaccus,,1.165,14.625,,153,,,,,,
NA,"Sonora and Tamaulipas (Mexico) to Peru, Bolivia and Brazil",extant,Chiroptera,Molossidae,Nyctinomops,aurispinosus,,1.254,17.950,,153,,,,,,
NA,"SW British Columbia and Iowa (USA) to Peru, N Argentina and Uruguay, Cuba, Jamaica, Hispanila",extant,Chiroptera,Molossidae,Nyctinomops,macrotis,,1.265,18.400,,153,,,,,,
NA,"Jalisco and Yucatan (Mexico) to Peru, N Argtina and Surinam, Trinidad",extant,Chiroptera,Molossidae,Promops,centralis,,1.421,26.370,,153,,,,,,
NA,"S Brazil, Argentina and Chile to oregon, s Nebraska and Ohio (USA), Greater and Lesser Antilles",extant,Chiroptera,Molossidae,Tadarida,brasiliensis,,1.097,12.490,,153,,,,,,
NA,"S Texas, S arizona (USA) and Baja California (Mexico) to NW Peru and N Venezuela; aruba, Curacao and Bonaire (netherlands Antilles); Trinidad; margarita isl (Venezuela)",extant,Chiroptera,Mormoopidae,Mormoops,megalophylla,,1.203,15.950,,153,,,,,,
NA,"Colombia, Peru, brazil and Surinam to S Sonora and S Tamaulipas (Mexico); Trinidad",extant,Chiroptera,Mormoopidae,Pteronotus,personatus,,0.940,8.708,,153,,,,,,
NA,"NW Peru and N Venezuela to S Baja California, S Sonora and Nuevo Leon (Mexico); Trinidad; S Lesser antilles",extant,Chiroptera,Mormoopidae,Pteronotus,davyi,,0.964,9.210,,153,,,,,,
NA,"S Veracruz (Mexico) to Peru, NE Brazil and Guyana",extant,Chiroptera,Mormoopidae,Pteronotus,gymnonotus,,1.159,14.425,,153,,,,,,
NA,"Peru, Brazil, Guianas and Venezuela to S Sonora and S Tamaulipas (Mexico); Cuba; Jamaica; Puerto Rico; Hispaniola; Trindidad and Tobago; Margarita Isl (venezuela); La Gonave Is (Haiti)",extant,Chiroptera,Mormoopidae,Pteronotus,parnellii,,1.294,19.670,,153,,,,,,
NA,"S Baja California, nuevo leon and Sonora (mexico) to Brazil, Lesser antilles, Hispaniola, Jamaica, Cuba (subfossil)",extant,Chiroptera,Natalidae,Natalus,stramineus,,0.739,5.484,,153,,,,,,
NA,"S Mexico to Guianas, E Brazil, N Argentina and Peru",extant,Chiroptera,Noctilionidae,Noctilio,albiventris,,1.489,30.848,,153,,,,,,
NA,"sinaloa (Mexico) to Guianas, s Brazil, N Argentina, and Peru, Trinidad; Greater and Lesser Antilles; s Bahamas",extant,Chiroptera,Noctilionidae,Noctilio,leporinus,,1.780,60.260,,153,,,,,,
NA,"Amazonian Brazil, Guianas, Panama, Venezuela, Trinidad, Bonaire Isl (Netherlands Antilles)",extant,Chiroptera,Phyllostomidae,Ametrida,centurio,,1.014,10.330,,153,,,,,,
NA,"Peru, Bolivia, SE Brazil, French Guiana and Ecuador to Tamaulipas and Sinaloa (Mexico); Trinidad; Grenada (Lesser Antilles)",extant,Chiroptera,Phyllostomidae,Anoura,geoffroyi,,1.167,14.700,,153,,,,,,
NA,"Costa Rica, Panama, Venezuela, Colombia, Ecuador, Peru, Bolivia",extant,Chiroptera,Phyllostomidae,Anoura,cultrata,,1.227,16.850,,153,,,,,,
NA,S Mexico to Bolivia and S brazil; Trinidad and Tobago; grenada (Lesser Antilles),extant,Chiroptera,Phyllostomidae,Artibeus,glaucus,,1.044,11.060,,153,,,,,,
NA,Veracruz and Sinaloa (Mexico) to Ecuador and Guyana,extant,Chiroptera,Phyllostomidae,Artibeus,phaeotis,,1.064,11.588,,153,,,,,,
NA,Panama to Nuevo Leon and Sinaloa (Mexico),extant,Chiroptera,Phyllostomidae,Artibeus,toltecus,,1.188,15.400,,153,,,,,,
NA,Bolivia and Venezuela to Jalisco and Tamaulipas (Mexico); Arizona (USA); trinidad,extant,Chiroptera,Phyllostomidae,Artibeus,hartii,,1.203,15.960,,153,,,,,,
NA,"W Panama; Costa Rica; Honduras; Guatemale; Chiapas, Oaxaca to Nuevo Leon and Sinaloa (Mexico)",extant,Chiroptera,Phyllostomidae,Artibeus,aztecus,,1.309,20.380,,153,,,,,,
NA,"El Salvador, Honduras, Nicaragua",extant,Chiroptera,Phyllostomidae,Artibeus,inopinatus,,1.467,29.300,,254,,,,,,
NA,W Mexico,extant,Chiroptera,Phyllostomidae,Artibeus,hirsutus,,1.588,38.725,,153,,,,,,
NA,"Sinaloa and Tamaulipas (Mexico) to Ecuador and Venezuela; Trinidad and Tobago; Greater and Lasser Antilles, Amazonian Brazil (only if obscurus r planirostris is included in this species). Perhaps Florida keys as well",extant,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,,1.625,42.170,,153,,,,,,
NA,"Sinaloa and Tamaulipas (Mexico) to s Brazil, N argentina and Bolivia, Trinidad and Tobago, s lesser Antilles, Tres Marias Isls",extant,Chiroptera,Phyllostomidae,Artibeus,lituratus,,1.781,60.330,,153,,,,,,
NA,"Honduras to Peru, Bolivia, W Brazil and Venezuela",extant,Chiroptera,Phyllostomidae,Carollia,castanea,,1.123,13.267,,153,,,,,,
NA,"San Luis Potosi (Mexico) to Peru, Bolivia and E Brazil",extant,Chiroptera,Phyllostomidae,Carollia,brevicauda,,1.158,14.400,,153,,,,,,
NA,"Jalisco (Mexico) to NW Nicaragua, Guyana",extant,Chiroptera,Phyllostomidae,Carollia,subrufa,,1.193,15.590,,153,,,,,,
NA,"Oaxaca, veracruz and Yucatan Peninsula (Mexico) to Peru, Bolivia, Paraguay, SE Brazil and Guianas, Trinidad and Tobago; Grenada (lesser Antilles); perhaps Jamaica, N Lesser Antilles",extant,Chiroptera,Phyllostomidae,Carollia,perspicillata,,1.276,18.890,,153,,,,,,
NA,Venezuela to Tamaulipas and Sinaloa (Mexico); Trinidad and Tabago,extant,Chiroptera,Phyllostomidae,Centurio,senex,,1.329,21.330,,153,,,,,,
NA,"panama to Amazonia Brazil, Bolivia and Peru, Trindad",extant,Chiroptera,Phyllostomidae,Chiroderma,trinitatum,,1.136,13.680,,153,,,,,,
NA,"Hida;go (mexico) to S brazil, Bolivia and Peru, Trinidad and Tobago",extant,Chiroptera,Phyllostomidae,Chiroderma,villosum,,1.364,23.120,,153,,,,,,
NA,Bolivia and Venezuela to Hidalgo and Chihuahua (Mexico),extant,Chiroptera,Phyllostomidae,Chiroderma,salvini,,1.407,25.517,,153,,,,,,
NA,"Sinaloa (Mexico) to Columbia, Venezuela, Guyana and Surinam",extant,Chiroptera,Phyllostomidae,Choeroniscus,godmani,,0.898,7.900,,153,,,,,,
NA,"Hondurus and El Salvador to S California, Nevada, Arizona and New Mexico; a single record from S Texas; erhaps Venezuela",extant,Chiroptera,Phyllostomidae,Choeronycteris,mexicana,,1.220,16.600,,153,,,,,,
NA,"Veracruz (Mexico) to the Guinanas, S Brazil and N Argentina",extant,Chiroptera,Phyllostomidae,Chrotopterus,auritus,,1.891,77.863,,153,,,,,,
NA,"Uruguay, N Argentia and N Chile to sonora, Nuevo Leon and Tamaulipas (Mexico), Margarita Isl (Venezuela), Trinidad",extant,Chiroptera,Phyllostomidae,Desmodus,rotundus,,1.521,33.210,,153,,,,,,
NA,"Tamaulipas (Mexico) to N Argentina and E Brazil; Trinidad, Margarita Isl (Venezuela)",extant,Chiroptera,Phyllostomidae,Diaemus,youngi,,1.557,36.056,,153,,,,,,
NA,"S Texas (USA) to Venezuela, Peru, Bolivia and E Brazil",extant,Chiroptera,Phyllostomidae,Diphylla,ecaudata,,1.467,29.300,,153,,,,,,
NA,"Honduras to W Panama, also a record from W Colombia",extant,Chiroptera,Phyllostomidae,Ectophylla,alba,,0.760,5.755,,153,,,,,,
NA,Chiapas to Tlaxcala (Mexico),extant,Chiroptera,Phyllostomidae,Glossophaga,morenoi,,0.924,8.400,,153,,,,,,
NA,"Sinaloa (Mexico) to Panama, SE Colombia, E Ecuador, E Peru; NW Brazil",extant,Chiroptera,Phyllostomidae,Glossophaga,commissarisi,,0.949,8.900,,153,,,,,,
NA,"Tamaulipas, Sonora and Tres Marias Isls (Mexico) to Guianas, SE Brazil, N Argentina and Peru; Margarita Isl (Venezuela); Trinidad; Grenada (Lesser Antilles); Jamaica; perhaps Bahama Isls",extant,Chiroptera,Phyllostomidae,Glossophaga,soricina,,1.002,10.040,,153,,,,,,
NA,"Coasta Rica to Guerrero, Morelos and Tlaxcala (Mexico); Colima and Jalisco (Mexico)",extant,Chiroptera,Phyllostomidae,Glossophaga,leachii,,1.004,10.100,,153,,,,,,
NA,W Panama to Nayarit and Veracruz (mexico),extant,Chiroptera,Phyllostomidae,Hylonycteris,underwoodi,,0.823,6.650,,153,,,,,,
NA,"Curacao, Bonaire and Aruba (Netherlands Antilles), NE Colombia, N Venezuela (inc. Margarita Isl); El Salvador to Arizona and New Mexico (USA)",extant,Chiroptera,Phyllostomidae,Leptonycteris,curasoae,,1.370,23.418,,153,,,,,,
NA,"SE Arizona and W Texas (USA) to S Mexico, perhaps Guatemala",extant,Chiroptera,Phyllostomidae,Leptonycteris,nivalis,,1.409,25.640,,153,,,,,,
NA,Guatemala and Belize to Boliva and Amazonian Brazil,extant,Chiroptera,Phyllostomidae,Lichonycteris,obscura,,0.748,5.600,,153,,,,,,
NA,"E Panama, Colombia, Venezuela, Guianas, Amazonian Peru and Brazil",extant,Chiroptera,Phyllostomidae,Lionycteris,spurrelli,,0.923,8.383,,153,,,,,,
NA,"Costa Rica to Ecuador, E brazil, perhaps Peru and Bolivia",extant,Chiroptera,Phyllostomidae,Lonchophylla,mordax,,1.029,10.700,,153,,,,,,
NA,Nicaragua to Venezuela and Ecuador,extant,Chiroptera,Phyllostomidae,Lonchophylla,robusta,,1.114,13.000,,153,,,,,,
NA,"Oxaca (Mexico) to SE Brazil, Peru and Ecuador; Trindad; perhaps New Providence Isl (Bahama Isls)",extant,Chiroptera,Phyllostomidae,Lonchorhina,aurita,,1.196,15.700,,153,,,,,,
NA,"Tabasco (Mexico) to Peru, Boliva, SE Brazil and NE Argentina",extant,Chiroptera,Phyllostomidae,Macrophyllum,macrophyllum,,0.908,8.100,,153,,,,,,
NA,"N Sinaloa and SW Chihuahua (Mexico) to S Nevada, S California (USA); Baja California and Tamaulipas (Mexico)",extant,Chiroptera,Phyllostomidae,Macrotus,californicus,,1.065,11.625,,153,,,,,,
NA,Sonora and Hidalgo (Mexico) to Guatemala; Bahama Isls; Jamaica; Cuba; Cayman Isls (NW of Jamaica); Hispaniola and Beata Isls,extant,Chiroptera,Phyllostomidae,Macrotus,waterhousii,,1.106,12.750,,153,,,,,,
NA,"Costa Rica to peru, Bolivia and Amazonia Brazil; Trinidad",extant,Chiroptera,Phyllostomidae,Mesophylla,macconnelli,,0.840,6.920,,153,,,,,,
NA,"Tamaulipas and Jalisco (Mexico) to Peru, Bolivia and Brazil; Trinidad and Tobago; margarita Isl (Venezuela); Grenada",extant,Chiroptera,Phyllostomidae,Micronycteris,megalotis,,0.801,6.330,,153,,,,,,
NA,Nicaragua to S Brazil; Peru; Guianas; trinidad; Boliva,extant,Chiroptera,Phyllostomidae,Micronycteris,minuta,,0.813,6.500,,153,,,,,,
NA,S Mexico to Venezuela; NE Peru; NE Brazil,extant,Chiroptera,Phyllostomidae,Micronycteris,schmidtorum,,0.877,7.533,,153,,,,,,
NA,"Belize to N Colombia, Venezuela, Guianas, Amazonian Brazil and Peru; Trinidad",extant,Chiroptera,Phyllostomidae,Micronycteris,nicefori,,0.915,8.230,,153,,,,,,
NA,Peru and SE Brazil to Nayarit and Veracruz (Mexico); Trinidad,extant,Chiroptera,Phyllostomidae,Micronycteris,sylvestris,,0.944,8.800,,153,,,,,,
NA,Oaxaca (Mexico) to French Guiana and Brazil; Trindad,extant,Chiroptera,Phyllostomidae,Micronycteris,brachyotis,,1.021,10.500,,153,,,,,,
NA,"Honduras to French Guiana, Trinidad, Amazonian Brazil, Peru and Ecuador",extant,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,,1.094,12.420,,153,,,,,,
NA,Coasta Rica to Peru and French Guinana,extant,Chiroptera,Phyllostomidae,Micronycteris,daviesi,,1.262,18.300,,153,,,,,,
NA,"Chiapas and Campeche (Mexico) to Guianas, E Brazil, Bolivia, Ecuador and E Peru; Trindad",extant,Chiroptera,Phyllostomidae,Mimon,crenulatum,,1.138,13.750,,153,,,,,,
NA,S Mexico to Colombia; Guianas; SE Brazil,extant,Chiroptera,Phyllostomidae,Mimon,bennettii,,1.401,25.200,,249,,,,,,
NA,"Jalisco, Colima, Michoacan and Guerrero (Mexico)",extant,Chiroptera,Phyllostomidae,Musonycteris,harrisoni,,-999.000,-999.000,,-999,,,,,,
NA,"S Mexico to SE Brazil, Bolivia and Peru",extant,Chiroptera,Phyllostomidae,Phylloderma,stenops,,1.730,53.675,,153,,,,,,
NA,"Oaxaca and Veracruz (Mexico) to Guianas, SE Brazil, Paraguay, N Argentina and Peru, Trinidad; Margarita Isl (Venezeula)",extant,Chiroptera,Phyllostomidae,Phyllostomus,discolor,,1.570,37.190,,153,,,,,,
NA,"Honduras to Guianas, E Brazil, Paraguay, N Argentina and Peru; Trinidad and Tabago; Margarita Isl (Venezuela), Bolivia",extant,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,,1.966,92.480,,153,,,,,,
NA,"Oazaca and veracruz (mexico) to Peru, Bolivia and Amazonia Brazil; Trinidad. A paraguay record is error",extant,Chiroptera,Phyllostomidae,Platyrrhinus,helleri,,1.130,13.500,,153,,,,,,
NA,"Panama, N and W Colombia, N Venezuela",extant,Chiroptera,Phyllostomidae,Platyrrhinus,umbratus,,1.389,24.500,,153,,,,,,
NA,Panama to Peru and Bolivia,extant,Chiroptera,Phyllostomidae,Platyrrhinus,dorsalis,,1.415,26.000,,153,,,,,,
NA,"Costa Rica to Venezuela, peru and Bolivia",extant,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,,1.617,41.400,,153,,,,,,
NA,Costa Rica to Ecuador and NW Peru,extant,Chiroptera,Phyllostomidae,Sturnira,luisi,,-999.000,-999.000,,-999,,,,,,
NA,"Lesser Antilles, sonora and Tamaulipas (Mexico) to N Argentina, uruguay and E Brazil, Trindad and Tobago, perhaps Jamaica",extant,Chiroptera,Phyllostomidae,Sturnira,lilium,,1.281,19.099,,153,,,,,,
NA,Ecuador and Guyana to Sonora and Tamaulipas (Mexico),extant,Chiroptera,Phyllostomidae,Sturnira,ludovici,,1.323,21.022,,153,,,,,,
NA,"Costa Rica, Panama",extant,Chiroptera,Phyllostomidae,Sturnira,mordax,,1.399,25.080,,238,,,,,,
NA,"Veracruz (Mexico) to Bolivia, NE Brazil and Trinidad",extant,Chiroptera,Phyllostomidae,Tonatia,brasiliense,,0.972,9.380,,153,,,,,,
NA,"S Mexico, belize, Guatemale, Honduras",extant,Chiroptera,Phyllostomidae,Tonatia,evotis,,1.297,19.800,,153,,,,,,
NA,"Chiapas (Mexico) and Belize to N Argentina, Paraguay and Brazil; Trindad",extant,Chiroptera,Phyllostomidae,Tonatia,bidens,,1.445,27.830,,153,,,,,,
NA,honduras-N argentina,extant,Chiroptera,Phyllostomidae,Tonatia,silvicola,,1.473,29.700,,153,,,,,,
NA,"Oaxaca (Mexico) to Guianas, SE Brazil, Bolivia and Ecuador; Trinidad",extant,Chiroptera,Phyllostomidae,Trachops,cirrhosus,,1.576,37.670,,153,,,,,,
NA,"Veracruz and Oaxaca (Mexico) to Peru, Bolivia and Brazil, Trinidad",extant,Chiroptera,Phyllostomidae,Uroderma,bilobatum,,1.220,16.580,,153,,,,,,
NA,"Michoacan (Mexico) to Venezuela, Peru, Bolivia and Brazil",extant,Chiroptera,Phyllostomidae,Uroderma,magnirostrum,,1.227,16.850,,153,,,,,,
NA,Oaxaca and Veracruz (Mexico) to Bolivia and Guianas; paraguay and SE Brazil,extant,Chiroptera,Phyllostomidae,Vampyressa,pusilla,,0.936,8.629,,153,,,,,,
NA,W Ecuador to Nicaragua,extant,Chiroptera,Phyllostomidae,Vampyressa,nymphaea,,1.072,11.800,,252,,,,,,
NA,"Oaxaca (Mexico) to Peru, Bolivia and N Brazil; Trindad and Tobago",extant,Chiroptera,Phyllostomidae,Vampyrodes,caraccioli,,1.540,34.700,,153,,,,,,
NA,"Veracruz (Mexico) to Ecuador and Peru, N and SW Brazil and Guinanas, Trinidad, perhaps Jamaica",extant,Chiroptera,Phyllostomidae,Vampyrum,spectrum,,2.229,169.380,,153,,,,,,
NA,Florida and Choiseul Isls (Solomon Isls),extant,Chiroptera,Pteropodidae,Melonycteris,aurantius,,1.466,29.220,,153,,,,,,
NA,"Nicaragua, Panama and Columbia to Guianas, Amazonia Brazil, Peru and Bolivia",extant,Chiroptera,Thyropteridae,Thyroptera,discifera,,0.491,3.100,,153,,,,,,
NA,"Veracruz (Mexico) to Guianas, E Brazil, Bolivia and Peru, Trinidad",extant,Chiroptera,Thyropteridae,Thyroptera,tricolor,,0.639,4.356,,153,,,,,,
NA,Queretaro and Baja California (Mexcio) to Knasas (USA) and British Columbia (Canada) cuba,extant,Chiroptera,Vespertilionidae,Antrozous,pallidus,,1.318,20.800,,153,,,,,,
NA,"Tres Marias Isls, Jalisco, Veracruz and Chiapas (mexico), Belize, Honduras, Coasta Rica",extant,Chiroptera,Vespertilionidae,Antrozous,dubiaquercus,,1.360,22.925,,153,,,,,,
NA,"N Argentina, Brazil and Guianas to Jalisco and Tamaulipas (Mexico)",extant,Chiroptera,Vespertilionidae,Eptesicus,furinalis,,0.889,7.737,,153,,,,,,
NA,"Veracruz (mexico) south to N argentina and Uruguay, Trindad and tobago",extant,Chiroptera,Vespertilionidae,Eptesicus,brasiliensis,,0.976,9.467,,153,,,,,,
NA,"S Canada to Colombia and N brazil, Greater Antilles, bahmas, Dominica and barbados (Lesser Antilles) perhaps Alaska",extant,Chiroptera,Vespertilionidae,Eptesicus,fuscus,,1.216,16.460,,153,,,,,,
NA,SW Canada and Montana (USA) to Queretaro (Mexico),extant,Chiroptera,Vespertilionidae,Euderma,maculatum,,1.195,15.663,,153,,,,,,
NA,Distrito Federal (Mexico) to S utah and S Nevada (USA),extant,Chiroptera,Vespertilionidae,Idionycteris,phyllotis,,1.080,12.033,,153,,,,,,
NA,"S Canada, USA (including SE Alaska, and except extreme southern parts), NE Mexico, Bermuda",extant,Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,,1.019,10.456,,153,,,,,,
NA,"Brazil, Franch Guinana, Panama",extant,Chiroptera,Vespertilionidae,Lasiurus,egregius,,-999.000,-999.000,,-999,,,,,,
NA,"Florida and Texas to Oklahoma and Virginia, Pennsylvania and New York (USA), Bermuda",extant,Chiroptera,Vespertilionidae,Lasiurus,seminolus,,0.995,9.888,,153,,,,,,
NA,"Chile, Argentina, Uruguay and Brazil to C Canada, Jamacia, Cuba, Hispaniola, Puerto Rico, bermuda, Bahmas, Trinidad and Tabago, Galapagos (Ecuador)",extant,Chiroptera,Vespertilionidae,Lasiurus,borealis,,1.031,10.738,,153,,,,,,
NA,"S California, Arizonia and S Texas (USA) to argentina, uruguay and brazil, trinidad",extant,Chiroptera,Vespertilionidae,Lasiurus,ega,,1.121,13.200,,153,,,,,,
NA,"Panama, Coasta Rica",extant,Chiroptera,Vespertilionidae,Lasiurus,castaneus,,1.135,13.633,,153,,,,,,
NA,Honduras to Sinaloa (Mexico) and through Texas to Florida and New Jersey (USA) Cuba,extant,Chiroptera,Vespertilionidae,Lasiurus,intermedius,,1.362,23.025,,153,,,,,,
NA,"Colombia and venezuela to C Chile, Uruguay and C Argentina, Hawaii (USA), Guatemala and Mexico throughout the USA to S British Columbia, SE Mackensie, Hudson Bat and S Quebec (Canada), Galapagos, Bermuda, acciden",extant,Chiroptera,Vespertilionidae,Lasiurus,cinereus,,1.403,25.278,,153,,,,,,
NA,C Guatemala,extant,Chiroptera,Vespertilionidae,Myotis,cobanensis,,-999.000,-999.000,,-999,,,,,,
NA,N Baja California (Mexico),extant,Chiroptera,Vespertilionidae,Myotis,milleri,,-999.000,-999.000,,-999,,,,,,
NA,S Baja California (Mexico),extant,Chiroptera,Vespertilionidae,Myotis,peninsularis,,-999.000,-999.000,,-999,,,,,,
NA,"Coahuila, Nuevo Leon and Zacatecas (Mexico)",extant,Chiroptera,Vespertilionidae,Myotis,planiceps,,-999.000,-999.000,,-999,,,,,,
NA,San Luis Potosi (Mexico) to Costa Rica,extant,Chiroptera,Vespertilionidae,Myotis,elegans,,0.607,4.050,,153,,,,,,
NA,"Nayarit and Tamaulipas (Mexico) to peru, N Argentina and S Brail, Trinidad and Tobago, Grenada (Lesser Antilles)",extant,Chiroptera,Vespertilionidae,Myotis,nigricans,,0.627,4.240,,153,,,,,,
NA,"Guatemala, Mexico",extant,Chiroptera,Vespertilionidae,Myotis,fortidens,,0.638,4.350,,153,,,,,,
NA,S Alaska Panhandle (USA) to Baja California (Mexico) and Guatemala,extant,Chiroptera,Vespertilionidae,Myotis,californicus,,0.663,4.600,,153,,,,,,
NA,"N Baja California, Michoacan and Nuevo Leon (Mexico) to S British Columbia (Canada), east to Maine (USA) and S Quebec (Canada)",extant,Chiroptera,Vespertilionidae,Myotis,leibii,,0.710,5.133,,153,,,,,,
NA,S Veracruz (Mexico) to Uruguay and N argentina,extant,Chiroptera,Vespertilionidae,Myotis,albescens,,0.724,5.300,,153,,,,,,
NA,"Tamaulipas (mexico) to N argentina and Venezuela, Trinidad",extant,Chiroptera,Vespertilionidae,Myotis,keaysi,,0.724,5.300,,"153, 278",,,,,,
NA,"Hidalgo, Morelos and Baja California (Mexico) north to British Columbia (Canada), east to Montana and W Texas (USA)",extant,Chiroptera,Vespertilionidae,Myotis,yumanensis,,0.731,5.387,,153,,,,,,
NA,"Venezuela to Bolivia, panama, Coasta Rica",extant,Chiroptera,Vespertilionidae,Myotis,oxyotus,,0.740,5.500,,153,,,,,,
NA,"Honduras to Uruguay and E Brazil, Trinidad",extant,Chiroptera,Vespertilionidae,Myotis,riparius,,0.744,5.550,,153,,,,,,
NA,"Alaska Panhandle to W Washington (USA), Mackenzie to Prince Edward isl (Canada) south to Arkansas and Florida Panhandle (USA)",extant,Chiroptera,Vespertilionidae,Myotis,keenii,,0.797,6.267,,153,,,,,,
NA,"S British Columbia, S Alberta, S Sakatchewan (Canada) to New Mexico (USA) and Baja California (Mexico)",extant,Chiroptera,Vespertilionidae,Myotis,evotis,,0.826,6.700,,153,,,,,,
NA,"SE USA, north to Indiana and North Carolina",extant,Chiroptera,Vespertilionidae,Myotis,austroriparius,,0.835,6.838,,153,,,,,,
NA,"New Hampshire to Florida Panhandle, west to Wisconsin and Oklahoma (USA)",extant,Chiroptera,Vespertilionidae,Myotis,sodalis,,0.839,6.907,,153,,,,,,
NA,"Alaska (USA) to Labrador and Newfoundland (Canada), south to Distrito Federal (mexico)",extant,Chiroptera,Vespertilionidae,Myotis,lucifugus,,0.884,7.648,,153,,,,,,
NA,Chiapas (Mexico) to Sw South Dakota (USA) and SC British Columbia (Canada),extant,Chiroptera,Vespertilionidae,Myotis,thysanodes,,0.910,8.126,,153,,,,,,
NA,"Jalisco to Veracruz (Mexico), Alaska Panhandle (USA) to Baja California (Mexico), east to N Nuevo Leon (Mexico), South Dakota (USA) and C Alerta (Canada)",extant,Chiroptera,Vespertilionidae,Myotis,volans,,0.927,8.460,,153,,,,,,
NA,Honduruas to Knasas and Se California,extant,Chiroptera,Vespertilionidae,Myotis,velifer,,1.004,10.096,,153,,,,,,
NA,"Florida Panhandle to Kentucky, Indianan, Illinois, E Kansas and NE Oklahoma (USA)",extant,Chiroptera,Vespertilionidae,Myotis,grisescens,,1.023,10.542,,153,,,,,,
NA,"Coast of Sonora and Baja California (Mexico), cheifly on small islands",extant,Chiroptera,Vespertilionidae,Myotis,vivesi,,1.398,25.000,,153,,,,,,
NA,"Arizonia and New Mexico (USA) to jalisco and Veracruz (Mexico), Guatemala",extant,Chiroptera,Vespertilionidae,Myotis,auriculus,,1.568,36.985,,153,,,,,,
NA,"N Veracruz (Mexico) to Nebraska, the great lakes and pennsylvania, south to florida and the gulf coast (USA) cuba",extant,Chiroptera,Vespertilionidae,Nycticeius,humeralis,,0.954,8.989,,153,,,,,,
NA,"Washington to SW Oklahoma (USA) and baja California, south to Hidalgo and Guerrero (Mexico)",extant,Chiroptera,Vespertilionidae,Pipistrellus,hesperus,,0.568,3.700,,153,,,,,,
NA,"Nova Scotia, s Quebec (Canada) and Minnesota (USA), south to Florida (USA) and Honduras",extant,Chiroptera,Vespertilionidae,Pipistrellus,subflavus,,0.761,5.764,,153,,,,,,
NA,"Sonora and Coahuila to Yucatan (Mexico), Cozumel Isl (Mexico)",extant,Chiroptera,Vespertilionidae,Plecotus,mexicanus,,0.886,7.700,,153,,,,,,
NA,"SE USA from virginia to missouri, south to E Texas and Florida",extant,Chiroptera,Vespertilionidae,Plecotus,rafinesquii,,0.958,9.080,,153,,,,,,
NA,"S British Columbia (Canada) through W USA to Oaxaca (Mexico), east to Virginia",extant,Chiroptera,Vespertilionidae,Plecotus,townsendii,,0.997,9.920,,153,,,,,,
NA,Oaxaca to Zacatecas (Mexico),extant,Chiroptera,Vespertilionidae,Rhogeesa,alleni,,-999.000,-999.000,,-999,,,,,,
NA,Pacific lowlands of S Chiapas (Mexico),extant,Chiroptera,Vespertilionidae,Rhogeesa,genowaysi,,-999.000,-999.000,,-999,,,,,,
