genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Metacordylodon,schaffneri,11.100,9.700,1,0,NaN
Metacordylodon,schlosseri,12.750,8.700,5,1,0.0047
Metailurus,boodon,11.608,7.246,1,0,NaN
Metailurus,parvulus,8.700,5.332,1,1,0.0013
Metaxytherium,aquitaniae,23.030,20.430,1,0,NaN
Metaxytherium,krahuletzi,20.430,15.970,21,2,1.0000
Metaxytherium,lovisati,23.030,5.332,1,0,NaN
Metaxytherium,medium,16.900,11.100,45,17,0.9217
Metaxytherium,serresii,20.430,2.588,9,6,1.0000
Metaxytherium,sp.,23.030,2.588,29,14,0.7969
Metaxytherium,subapenninum,23.030,3.200,18,11,1.0000
Metaxytherium,subappeninum,5.332,2.588,2,1,1.0000
Metopocetus,vandelli,11.608,7.246,1,0,NaN
Miacis,exilis,37.200,33.900,1,0,NaN
Miacis,latouri,55.800,48.600,2,0,NaN
Miacis,sp.,55.800,37.200,4,0,NaN
Microadapis,sciureus,40.400,37.200,1,0,NaN
Microcetus,sp.,28.400,23.030,1,0,NaN
Microchoerus,erinaceus,40.400,33.900,17,6,0.1677
Microchoerus,ornatus,37.200,33.900,2,0,NaN
Microchoerus,sp.,37.200,28.400,2,0,NaN
Microchoerus,wardi,40.400,37.200,1,0,NaN
Microdyromys,complicatus,15.970,11.100,4,1,0.0321
Microdyromys,hildebrandti,22.400,15.970,2,0,NaN
Microdyromys,koenigswaldi,16.900,11.608,14,2,0.0148
Microdyromys,legidensis,28.400,13.650,10,0,NaN
Microdyromys,miocaenicus,15.970,9.700,14,0,NaN
Microdyromys,monspeliensis,28.400,20.000,5,0,NaN
Microdyromys,monspelliensis,15.970,13.650,1,0,NaN
Microdyromys,orientalis,13.650,12.750,1,0,NaN
Microdyromys,praemurinus,16.900,11.100,14,0,NaN
Microdyromys,sp.,20.000,9.700,13,2,0.0076
Micromeryx,florecianus,12.750,11.100,1,0,NaN
Micromeryx,flourensianus,15.970,11.100,10,2,0.0317
Micromeryx,sansaniensis,15.970,11.608,1,0,NaN
Micromeryx,sp.,20.430,8.700,3,1,0.0714
Micromysticetus,tobieni,28.400,23.030,1,1,1.0000
Micromys,bendai,8.700,3.200,6,4,0.1828
Micromys,kozaniensis,5.332,3.200,1,1,0.1667
Micromys,minutus,5.332,0.000,12,1,0.0016
Micromys,praeminutus,5.332,0.781,7,1,0.0189
Micromys,savini,2.588,0.012,1,0,NaN
Micromys,sp.,3.200,0.781,3,0,NaN
Micromys,"sp. A",8.700,5.332,1,1,0.1406
Micromys,steffensi,5.332,3.200,2,2,0.3831
Microparamys,hottingeri,55.800,48.600,1,0,NaN
Microparamys,monspeliensis,48.600,40.400,1,0,NaN
Microparamys,nanus,55.800,48.600,1,0,NaN
Microparamys,paisi,55.800,48.600,1,0,NaN
Microparamys,sp.,48.600,40.400,3,0,NaN
Microphocaena,podolica,12.700,11.608,1,0,NaN
Microstonyx,major,9.700,5.332,2,0,NaN
Microsuevosciurus,sp.,37.200,33.900,1,0,NaN
Microtarsioides,voigti,48.600,40.400,1,0,NaN
Microtocricetus,molassicus,11.100,9.700,2,1,0.0788
Microtus,agrestis,0.781,0.000,24,1,0.0358
Microtus,arvalidens,2.588,0.126,32,11,0.0640
Microtus,arvalinus,2.588,0.126,21,8,0.0093
Microtus,arvalis,2.588,0.000,53,9,0.3632
Microtus,arvaloides,2.588,0.126,11,1,0.0074
Microtus,atapuerquensis,0.781,0.126,3,0,NaN
Microtus,brandti,0.781,0.126,1,0,NaN
Microtus,brecciensis,0.781,0.012,13,7,0.2487
Microtus,burgondiae,2.588,0.781,2,1,0.3750
Microtus,chalinei,2.588,0.781,1,0,NaN
Microtus,coronensis,0.781,0.126,3,0,NaN
Microtus,dehmi,0.781,0.126,1,0,NaN
Microtus,dentatus,0.781,0.126,3,0,NaN
Microtus,duodecimcostatus,0.781,0.012,3,2,0.1179
Microtus,fatioi,0.781,0.126,6,0,NaN
Microtus,fortis,0.781,0.126,1,0,NaN
Microtus,gregalis,2.588,0.000,28,8,0.0111
Microtus,gregaloides,2.588,0.012,26,3,0.0035
Microtus,hintoni,2.588,0.012,20,14,0.0585
Microtus,incertus,0.781,0.126,4,0,NaN
Microtus,malei,0.781,0.126,4,3,0.0181
Microtus,mongolicus,2.588,0.781,1,0,NaN
Microtus,nivalinus,2.588,0.126,18,8,0.0118
Microtus,nivalis,0.781,0.126,11,0,NaN
Microtus,nivaloides,2.588,0.126,10,0,NaN
Microtus,nutiensis,2.588,0.781,1,0,NaN
Microtus,oeconomus,2.588,0.000,16,4,0.0194
Microtus,pitymyoides,2.588,0.781,1,0,NaN
Microtus,ratticepoides,2.588,0.012,21,7,0.0172
Microtus,ratticeps,0.781,0.126,2,0,NaN
Microtus,ruffoi,2.588,0.781,2,0,NaN
Microtus,rufoi,2.588,0.781,1,0,NaN
Microtus,sandayensis,0.781,0.126,1,0,NaN
Microtus,savii,0.781,0.126,6,1,0.4773
Microtus,schmidtgeni,0.781,0.126,1,0,NaN
Microtus,seseae,2.588,0.012,3,0,NaN
Microtus,sp.,2.588,0.012,42,6,0.0415
Microtus,subnivalis,0.781,0.126,4,0,NaN
Microtus,subterraneus,0.781,0.012,14,6,0.0148
Mikrotia,magna,11.608,5.332,1,0,NaN
Mikrotia,maiuscula,11.608,5.332,1,0,NaN
Mikrotia,parva,11.608,5.332,1,0,NaN
Mikrotia,sp.,11.608,5.332,58,4,0.3434
Millsodon,superstes,167.700,164.700,2,2,0.2390
Mimomys,altenbergensis,3.200,2.588,2,0,NaN
Mimomys,arvalinus,3.200,2.588,1,0,NaN
Mimomys,burgondiae,5.332,0.012,1,0,NaN
Mimomys,cappettai,3.200,2.588,6,1,0.0833
Mimomys,coelodus,3.200,0.781,3,2,0.0509
Mimomys,davakosi,5.332,3.200,1,1,0.6133
Mimomys,exilis,3.200,2.588,1,0,NaN
Mimomys,fejervaryi,3.200,2.588,3,1,0.0023
Mimomys,gracilis,4.200,2.588,6,1,0.2941
Mimomys,hajnackensis,3.200,2.588,4,0,NaN
Mimomys,hassiacus,4.200,0.781,5,0,NaN
Mimomys,hintoni,2.588,0.781,1,0,NaN
Mimomys,hungaricus,3.200,0.781,4,0,NaN
Mimomys,intermedius,5.332,0.781,7,5,0.2024
Mimomys,ischus,5.332,2.588,3,1,0.8571
Mimomys,kislangensis,3.200,2.588,1,1,0.0028
Mimomys,lagurodontoides,5.332,2.588,1,0,NaN
Mimomys,medasensis,3.200,2.588,10,1,0.2042
Mimomys,mehelyi,3.200,2.588,2,1,0.0839
Mimomys,minor,3.600,2.588,4,1,0.0201
Mimomys,moldavicus,5.332,2.588,5,0,NaN
Mimomys,newtoni,3.200,1.806,6,4,0.0061
Mimomys,obtusus,3.200,2.588,1,0,NaN
Mimomys,occitanus,5.332,2.588,10,3,0.2412
Mimomys,ostramosensis,3.200,0.781,4,1,0.0010
Mimomys,ostramosi,5.332,0.012,1,0,NaN
Mimomys,oswaldoreigi,2.588,0.781,1,0,NaN
Mimomys,petenyii,3.200,2.588,2,0,NaN
Mimomys,pitymyoides,3.200,0.781,9,2,0.0291
Mimomys,pliocaenicus,3.200,1.806,14,5,0.0911
Mimomys,polonicus,3.200,2.588,3,0,NaN
Mimomys,praehungaricus,5.332,2.588,1,0,NaN
Mimomys,pseudintermedius,5.332,2.588,1,1,0.0038
Mimomys,pusillus,3.200,1.806,28,9,0.0205
Mimomys,realensis,5.332,2.588,1,1,1.0000
Mimomys,reidi,3.200,0.126,17,6,0.0249
Mimomys,rex,5.332,2.588,2,1,0.3333
Mimomys,rhabonensis,5.332,2.588,5,0,NaN
Mimomys,savini,3.200,0.126,64,15,0.0217
Mimomys,septimanus,5.332,0.012,1,0,NaN
Mimomys,simplex,3.200,2.588,1,1,0.0028
Mimomys,sp.,3.600,0.126,38,9,0.1460
Mimomys,"sp. 1",5.332,0.012,1,1,0.0789
Mimomys,"sp. 2",5.332,0.012,1,1,0.0263
Mimomys,stehlini,3.600,2.588,21,5,0.1510
Mimomys,tanaitica,5.332,2.588,1,0,NaN
Mimomys,tornensis,3.200,0.781,10,1,0.0137
Miniopterus,fossilis,13.650,5.332,2,0,NaN
Miniopterus,schreibersi,4.900,0.126,2,0,NaN
Miniopterus,schreibersii,0.781,0.012,4,0,NaN
Miniopterus,sp.,2.588,0.781,3,0,NaN
Miodyromys,aegercii,16.900,11.100,21,0,NaN
Miodyromys,biradiculus,16.900,15.970,2,1,0.0231
Miodyromys,hamadryas,16.900,12.750,11,1,0.0026
Miodyromys,sp.,16.900,12.750,4,0,NaN
Miodyromys,vagus,15.970,13.650,1,1,0.1925
Mioechinus,sansaniensis,15.970,13.650,1,0,NaN
Mioechinus,sp.,12.750,11.100,6,6,0.0229
Miokogia,sp.,20.430,11.608,9,3,0.3915
Mionictis,artenensis,16.900,15.970,3,0,NaN
Mionictis,dubia,15.970,7.246,2,0,NaN
Miopetaurista,dehmi,20.000,13.650,11,0,NaN
Miopetaurista,diescalidus,23.030,5.332,1,0,NaN
Miopetaurista,gaillardi,13.650,11.608,3,0,NaN
Miopetaurista,gibberosa,15.970,11.608,2,0,NaN
Miopetaurista,lappi,15.970,13.650,1,0,NaN
Miopetaurista,sp.,16.900,12.750,8,0,NaN
Miopetaurista,thaleri,4.900,2.588,2,0,NaN
Miophoca,vetusta,15.970,7.246,2,1,0.5000
Miosiren,canhami,2.588,1.806,1,0,NaN
Miosiren,kocki,20.430,15.970,1,0,NaN
Miosorex,desnoyersianus,16.900,11.100,6,0,NaN
Miosorex,desnoyrianus,20.000,16.900,1,0,NaN
Miosorex,grivensis,15.970,11.100,5,0,NaN
Miosorex,meini,5.332,3.200,1,0,NaN
Miosorex,pusilliformes,20.000,16.900,1,0,NaN
Miosorex,pusilliformis,16.900,15.970,2,0,NaN
Miosorex,sp.,20.430,12.750,3,1,0.0213
Miostrellus,risgoviensis,13.650,12.750,1,0,NaN
Miotragocerus,amalthea,8.700,5.332,1,0,NaN
Miotragocerus,monacensis,12.750,11.100,1,0,NaN
Miotragocerus,pannoniae,11.608,7.246,2,0,NaN
Miotragocerus,sp.,20.000,5.332,4,2,0.0469
Mirabella,tuberosa,16.900,15.970,2,0,NaN
Mixocricetodon,dehmi,13.650,11.100,2,0,NaN
Mixtotherium,cuspidatum,37.200,33.900,4,3,0.0682
Mixtotherium,gresslyi,40.400,37.200,4,0,NaN
Mixtotherium,infans,40.400,37.200,2,0,NaN
Mixtotherium,priscum,40.400,37.200,4,0,NaN
Mixtotherium,sp.,40.400,37.200,1,0,NaN
Moiachoerus,simpsoni,37.200,33.900,1,0,NaN
Monachopsis,pontica,12.700,7.246,12,0,NaN
Monachus,monachus,2.588,0.000,5,2,0.1418
Mondegodon,eutrigonus,55.800,48.600,1,0,NaN
Monodon,monoceros,2.588,0.012,5,3,0.5848
Monotherium,aberratum,13.650,7.246,4,0,NaN
Monotherium,affine,11.608,7.246,1,0,NaN
Monotherium,affinis,13.650,11.608,1,0,NaN
Monotherium,delognii,11.608,7.246,1,0,NaN
Monotherium,gaudini,13.650,11.608,1,0,NaN
Monotherium,rousseaui,15.970,7.246,3,0,NaN
Monotherium,sp.,13.650,11.608,2,1,1.0000
Monshyus,praevius,65.500,58.700,1,0,NaN
Mouillacitherium,cartieri,40.400,37.200,3,0,NaN
Mouillacitherium,elegans,40.400,33.900,12,5,0.0235
Mouillacitherium,sp.,40.400,37.200,2,0,NaN
Muntiacus,pliocaenicus,4.900,4.200,1,0,NaN
Muntiacus,polonicus,5.332,2.588,1,0,NaN
Muntiacus,sp.,3.200,2.588,1,0,NaN
Murtoilestes,abramovi,130.000,112.030,2,0,NaN
Muscardinus,austriacus,8.700,7.750,1,0,NaN
Muscardinus,avellanarius,2.588,0.126,7,2,0.0168
Muscardinus,crusafonti,11.608,8.700,3,3,0.0212
Muscardinus,cyclopeus,5.332,2.588,1,0,NaN
Muscardinus,dacicus,4.900,0.126,11,2,0.0021
Muscardinus,hispanicus,11.608,9.700,3,1,0.0415
Muscardinus,pliocaenicus,11.608,1.806,11,1,0.0909
Muscardinus,sansaniense,13.650,12.750,1,0,NaN
Muscardinus,sansaniensis,20.430,9.700,16,0,NaN
Muscardinus,sp.,15.970,0.126,16,3,0.0041
Muscardinus,vireti,7.246,4.900,1,0,NaN
Mustela,erminea,0.781,0.000,5,1,0.0019
Mustela,eversmannii,0.781,0.126,2,0,NaN
Mustela,leporhinum,11.608,7.246,1,0,NaN
Mustela,leporinum,11.608,7.246,1,0,NaN
Mustela,nivalis,0.781,0.000,11,3,0.0063
Mustela,palaeattica,11.608,7.246,2,0,NaN
Mustela,palerminea,3.200,0.126,26,11,0.0030
Mustela,pliocaenica,4.200,3.200,1,0,NaN
Mustela,plioerminea,4.200,2.588,2,0,NaN
Mustela,praenivalis,3.200,0.126,11,1,0.0018
Mustela,putorius,0.781,0.012,9,0,NaN
Mustela,sp.,11.608,0.126,11,1,0.0303
Mus,aegeaus,2.588,0.781,1,0,NaN
Mus,musculus,0.781,0.126,1,0,NaN
Mus,sp.,4.200,0.781,4,0,NaN
Mycteriacetus,bellunensis,23.030,20.430,1,0,NaN
Mygalea,antiqua,16.900,11.608,4,0,NaN
Mygalea,jaegeri,23.030,13.650,4,1,0.0053
Mygalea,magna,22.400,15.970,2,0,NaN
Mygatalpa,arvernensis,23.030,22.400,1,0,NaN
Myocricetodon,parvus,23.030,5.332,1,0,NaN
Myocricetodon,sp.,8.700,5.332,2,1,0.0397
Myodes,glareolus,0.781,0.126,1,1,0.0132
Myodes,intermedius,2.588,0.126,4,0,NaN
Myoglis,antecedens,16.900,15.970,1,1,0.1111
Myoglis,larteti,13.650,9.700,3,0,NaN
Myoglis,meini,15.970,11.100,4,0,NaN
Myoglis,sp.,20.000,16.900,1,0,NaN
Myoglis,truyolsi,22.400,20.000,3,0,NaN
Myomimus,aquatilis,20.000,16.900,2,0,NaN
Myomimus,dehmi,11.608,7.750,10,3,0.0337
Myomimus,maritensis,5.332,3.200,1,0,NaN
Myomimus,maritsensis,9.700,5.332,5,3,0.1845
Myomimus,multicrestatus,11.608,8.700,2,0,NaN
Myomimus,multicristatus,8.700,7.750,1,0,NaN
Myomimus,murinus,22.400,20.000,1,0,NaN
Myomimus,personatus,2.588,0.012,1,0,NaN
Myomimus,roachi,3.200,0.781,4,0,NaN
Myomimus,sp.,9.700,0.781,4,0,NaN
Myosorex,meini,3.600,2.588,3,0,NaN
Myosorex,sp.,5.332,2.588,1,0,NaN
Myotis,aemulus,4.900,3.200,2,0,NaN
Myotis,baranensis,5.332,0.126,4,1,0.0191
Myotis,bechsteini,0.781,0.012,10,1,0.1020
Myotis,blythi,2.588,0.126,8,2,0.0406
Myotis,boyeri,8.700,5.332,3,0,NaN
Myotis,brandti,0.781,0.126,1,0,NaN
Myotis,danutae,4.900,3.200,2,0,NaN
Myotis,dasycneme,4.900,0.126,9,1,0.0091
Myotis,daubentoni,2.588,0.126,2,0,NaN
Myotis,delicatus,0.781,0.126,1,1,0.0410
Myotis,emarginatus,2.588,0.012,6,0,NaN
Myotis,exilis,4.900,0.126,5,1,0.0124
Myotis,frater,0.781,0.126,1,0,NaN
Myotis,gundersheimensis,2.588,0.126,2,1,0.0146
Myotis,helleri,4.200,3.200,1,0,NaN
Myotis,kretzoii,0.781,0.126,1,0,NaN
Myotis,misonnei,33.900,28.400,1,0,NaN
Myotis,murinoides,12.750,11.100,1,0,NaN
Myotis,myotis,0.781,0.012,6,0,NaN
Myotis,mystacinus,0.781,0.126,5,1,0.0046
Myotis,nattereri,0.781,0.012,6,0,NaN
Myotis,oxygnathus,0.781,0.126,1,0,NaN
Myotis,podlesicensis,4.900,3.200,2,0,NaN
Myotis,schaubi,3.200,0.126,7,1,0.0182
Myotis,sp.,16.900,0.126,22,3,0.0171
Myotis,steiningeri,3.200,2.588,1,0,NaN
Myotis,wuesti,3.200,0.781,3,1,0.0011
Myotragus,balearicus,2.588,0.012,1,0,NaN
Myotragus,kopperi,3.600,2.588,1,0,NaN
Myotragus,sp.,3.600,0.781,1,0,NaN
Myxomygale,antiqua,28.400,23.030,1,0,NaN
Myxomygale,engesseri,28.400,23.030,2,0,NaN
Myxomygale,gracilis,12.750,11.100,1,0,NaN
Myxomygale,hutchisoni,16.900,11.608,2,0,NaN
Myxomygale,minor,28.400,15.970,3,0,NaN
Myxomygale,vauclusensis,33.900,23.030,3,0,NaN
Nannolithax,gracilis,15.970,7.246,2,0,NaN
Nannopithex,filholi,48.600,37.200,5,0,NaN
Nannopithex,quaylei,40.400,37.200,1,0,NaN
Nannopithex,raabi,48.600,40.400,2,0,NaN
Nannopithex,sp.,40.400,37.200,1,0,NaN
Nannopithex,zuccolae,55.800,48.600,4,3,0.3094
Nanolestes,drescherae,155.700,150.800,1,1,0.1479
Nanolestes,krusati,161.200,150.800,1,0,NaN
Necrolemur,antiquus,40.400,33.900,11,5,0.1495
Necrolemur,sp.,37.200,33.900,1,0,NaN
Necrolemur,zitteli,40.400,37.200,5,2,0.0197
Necromantis,adichaster,48.600,33.900,2,1,0.0848
Neocometes,brunonis,12.750,11.608,2,0,NaN
Neocometes,similis,20.000,13.650,10,2,0.1050
Neocometes,sp.,16.900,15.970,1,0,NaN
Neocricetodon,ambarrensis,9.700,8.700,1,0,NaN
Neocricetodon,fahlbuschi,8.700,7.750,10,6,0.0229
Neocricetodon,intermedia,9.700,8.700,1,0,NaN
Neocricetodon,lavocati,7.246,4.900,1,0,NaN
Neocricetodon,magna,4.900,4.200,1,0,NaN
Neocricetodon,occidentalis,11.608,7.750,5,3,0.0149
Neocricetodon,polonicus,4.900,4.200,2,0,NaN
Neocricetodon,sesae,7.246,5.332,2,0,NaN
Neocricetodon,skofleki,9.700,8.700,1,0,NaN
Neocricetodon,sp.,8.700,3.600,5,1,1.0000
Neodesmostylus,primigenius,2.588,0.012,1,1,1.0000
Neomysorex,alpinoides,4.900,4.200,1,0,NaN
Neomys,anomalus,0.781,0.126,2,0,NaN
Neomys,fodiens,0.126,0.000,2,0,NaN
Neomys,newtoni,4.900,0.126,6,0,NaN
Neomys,sp.,2.588,0.126,9,1,0.0010
Neoplagiaulax,copei,58.700,55.800,2,0,NaN
Neoplagiaulax,eocaenus,58.700,55.800,2,0,NaN
Neoplagiaulax,nicolai,58.700,55.800,2,0,NaN
Neoplagiaulax,sylvani,58.700,48.600,3,1,0.5000
Neosqualodon,sp.,23.030,5.332,9,5,0.6598
Nesiotites,sp.,3.600,2.588,2,0,NaN
Nesiotites,"sp. 1",2.588,0.126,2,0,NaN
Nesiotites,"sp. 2",0.126,0.012,8,0,NaN
Neufferia,manderscheidi,48.600,40.400,1,0,NaN
Neurogymnurus,cayluxi,28.400,23.030,4,0,NaN
Neurogymnurus,sp.,33.900,28.400,1,0,NaN
Neurotrichus,minor,4.200,2.588,1,0,NaN
Neurotrichus,polonicus,2.588,1.806,1,0,NaN
Nievella,mayri,22.400,20.000,1,1,0.1154
Nievella,sp.,20.000,16.900,1,0,NaN
Nievesia,sossisensis,37.200,33.900,1,0,NaN
Nisidorcas,planicornis,8.700,7.750,1,0,NaN
Nosella,europaea,58.700,55.800,1,0,NaN
Nosella,sp.,58.700,55.800,1,0,NaN
Notocetus,sp.,11.608,7.246,1,0,NaN
Nyctalus,noctula,0.781,0.126,2,0,NaN
Nyctalus,sp.,0.781,0.126,1,0,NaN
Nyctereutes,donnezani,8.700,3.200,3,0,NaN
Nyctereutes,megamastoides,3.200,1.806,18,6,0.1798
Nyctereutes,sp.,4.200,0.781,2,0,NaN
Nyctinomus,sp.,20.430,15.970,1,0,NaN
Occitanomys,adroveri,7.750,4.900,28,18,0.2843
Occitanomys,alcalai,7.246,4.900,1,0,NaN
Occitanomys,androveri,8.700,5.332,2,2,0.0536
Occitanomys,anomalus,7.246,4.900,1,0,NaN
Occitanomys,brailloni,8.700,2.588,17,4,0.0200
Occitanomys,faillati,11.608,7.246,1,0,NaN
Occitanomys,montheleni,3.600,3.200,2,1,0.1225
Occitanomys,neutrum,8.700,5.332,2,2,0.1443
Occitanomys,sondaari,8.700,7.246,6,3,0.5974
Occitanomys,sp.,8.700,3.200,5,1,0.0180
Occitanomys,vireti,8.700,5.332,4,3,0.0926
Ochotona,daurica,0.781,0.126,1,0,NaN
Ochotona,eximia,11.608,2.588,3,0,NaN
Ochotona,gigas,4.200,2.588,1,0,NaN
Ochotona,gromovi,5.332,2.588,1,1,0.0013
Ochotona,hyperborea,2.588,0.012,1,0,NaN
Ochotona,intermedia,5.332,2.588,1,1,0.0009
Ochotona,minor,5.332,2.588,1,1,0.1131
Ochotona,pseudopusilla,5.332,2.588,1,0,NaN
Ochotona,pusilla,0.781,0.126,5,2,0.0981
Ochotona,pusillus,0.781,0.126,1,0,NaN
Ochotona,sp.,5.332,0.012,31,6,0.0091
Ochotona,ursui,5.332,3.200,2,0,NaN
Ochotona,valerotae,2.588,0.012,1,0,NaN
Ochotonoides,complicidens,5.332,0.781,2,1,0.0057
Ochotonoides,csarnotanus,5.332,3.200,2,0,NaN
Ochotonoides,sp.,2.588,2.588,1,0,NaN
Odobenus,rosmarus,11.608,0.012,11,4,0.7598
Odobenus,sp.,0.126,0.012,27,1,1.0000
Oligopetes,lophulus,33.900,28.400,1,0,NaN
Oligosorex,thauensis,28.400,11.608,3,0,NaN
Oltinomys,sp.,33.900,28.400,1,0,NaN
Ontocetus,antverpiensis,3.600,2.588,1,1,1.0000
Ontocetus,antwerpiensis,3.600,2.588,2,0,NaN
Ontocetus,cretsii,13.650,7.246,2,0,NaN
Ontocetus,emmonsi,3.600,0.126,14,2,0.4472
Ontocetus,sp.,11.608,0.012,7,0,NaN
Opsiclaenodon,major,37.200,33.900,1,1,0.0909
Orcinus,citoniensis,3.600,1.806,3,0,NaN
Orcinus,orca,2.588,0.012,2,1,0.5000
Oreopithecus,bambolii,8.700,5.332,1,0,NaN
Oreopithecus,sp.,13.650,7.246,3,0,NaN
Orientalomys,similis,3.200,2.588,3,0,NaN
Oriomeryx,major,22.400,20.000,1,0,NaN
Oriomeryx,willii,20.430,15.970,2,0,NaN
Orthaspidotherium,edwardsi,58.700,55.800,3,0,NaN
Orycterocetus,crocodilinus,15.970,13.650,5,5,0.5610
Orycterocetus,crocodylinus,15.970,13.650,1,1,0.5000
Orycterocetus,sp.,20.430,7.246,5,3,0.7937
Orycteropus,gaudryi,13.650,5.332,7,0,NaN
Orycteropus,sp.,13.650,12.750,1,0,NaN
Oryctolagus,cuniculus,0.781,0.012,23,4,0.1618
Oryctolagus,lacosti,2.588,0.126,15,5,0.0946
Oryctolagus,laynensis,5.332,3.200,4,0,NaN
Oryctolagus,sp.,11.608,0.126,11,2,0.0082
Orygotherium,escheri,15.970,13.650,1,0,NaN
Otradnocetus,virodovi,15.970,11.608,1,1,1.0000
Ovibos,moschatus,0.126,0.012,2,0,NaN
Ovibos,pallantis,0.126,0.012,1,0,NaN
Ovibos,sp.,0.781,0.126,1,0,NaN
Ovis,ammon,0.126,0.012,1,1,0.2944
Ovis,antiqua,2.588,0.012,1,0,NaN
Ovis,aries,0.012,0.000,5,2,0.0753
Ovis,sp.,2.588,0.126,3,1,0.0007
Oxacron,courtoisi,37.200,28.400,7,2,0.5216
Oxyaena,toliapicum,37.200,33.900,1,0,NaN
Oxyaenoides,bicuspidens,55.800,40.400,2,0,NaN
Paceyodon,davidi,201.600,189.600,1,1,0.0074
Pachyacanthus,sp.,15.970,2.588,5,0,NaN
Pachyacanthus,suessi,12.700,11.608,2,0,NaN
Pachyacanthus,suessii,15.970,11.608,9,4,1.0000
Pachycetus,humilis,37.200,33.900,1,0,NaN
Pachycetus,robustus,37.200,33.900,1,0,NaN
Pachycrocuta,brevirostris,3.200,0.126,23,6,0.0641
Pachycrocuta,perrieri,3.200,2.588,1,0,NaN
Pachycrocuta,robusta,3.200,2.588,1,1,0.0085
Pachycrocuta,sp.,0.781,0.126,1,0,NaN
Pachynolophus,boixedatensis,48.600,40.400,1,1,1.0000
Pachynolophus,bretovensis,40.400,37.200,1,1,0.0031
Pachynolophus,cesserasicus,40.400,37.200,1,0,NaN
Pachynolophus,duvali,40.400,37.200,3,0,NaN
Pachynolophus,garimondi,37.200,33.900,2,0,NaN
Pachynolophus,sp.,55.800,37.200,7,1,0.0485
Pachytragus,laticeps,8.700,5.332,1,0,NaN
Paenelimnoecus,crouzeli,12.750,11.100,4,0,NaN
Paenelimnoecus,micromorphus,20.000,15.970,3,0,NaN
Paenelimnoecus,pannonicus,11.608,2.588,9,0,NaN
Paenelimnoecus,repenningi,11.100,7.750,8,1,0.0556
Paenelimnoecus,sp.,16.900,2.588,2,0,NaN
Paenesorex,bicuspis,12.750,11.100,6,0,NaN
Pagonomus,dionysi,58.700,55.800,1,0,NaN
Pagophilus,groenlandica,1.806,0.000,15,7,0.7573
Palaeanodon,sp.,55.800,48.600,1,0,NaN
Palaeochiropteryx,tupaiodon,48.600,40.400,1,0,NaN
Palaeochoerus,aurelianensis,16.900,15.970,1,0,NaN
Palaeochoerus,typus,22.400,20.000,1,0,NaN
Palaeochoerus,waterhousi,16.900,15.970,1,0,NaN
Palaeogale,hyaenoides,16.900,15.970,1,0,NaN
Palaeogale,minuta,23.030,15.970,4,0,NaN
Palaeogale,praehyaenoides,22.400,20.000,1,0,NaN
Palaeomeryx,annectans,11.608,5.332,1,0,NaN
Palaeomeryx,bojani,15.970,13.650,2,0,NaN
Palaeomeryx,eminens,15.970,7.246,3,1,0.0714
Palaeomeryx,faignouxi,15.970,11.608,1,0,NaN
Palaeomeryx,feignouxi,23.030,15.970,1,0,NaN
Palaeomeryx,kaupi,16.900,11.100,18,0,NaN
Palaeomeryx,lathanensis,15.970,13.650,3,0,NaN
Palaeomeryx,magnus,13.650,12.750,4,0,NaN
Palaeomeryx,sansaniensis,23.030,15.970,1,0,NaN
Palaeomeryx,sp.,16.900,11.608,8,0,NaN
Palaeomys,castoroides,22.400,20.000,1,0,NaN
Palaeomys,dehmi,23.030,22.400,1,0,NaN
Palaeonictis,gigantea,55.800,48.600,1,0,NaN
Palaeophocaena,andrussowi,13.650,11.608,1,1,1.0000
Palaeophyllophora,oltina,37.200,33.900,2,0,NaN
Palaeophyllophora,quercyi,40.400,33.900,3,1,0.0010
Palaeophyllophora,sanctaeneboulae,33.900,28.400,1,0,NaN
Palaeophyllophora,sp.,37.200,33.900,1,0,NaN
Palaeophyllophora,sp.1,37.200,33.900,1,0,NaN
Palaeoreas,lindermayeri,8.700,5.332,1,0,NaN
Palaeoreas,sp.,7.246,4.200,1,0,NaN
Palaeoryx,intermedia,15.970,13.650,1,1,0.0714
Palaeoryx,majori,11.608,7.246,3,0,NaN
Palaeoryx,pallasi,11.608,7.246,1,0,NaN
Palaeoryx,situtzeli,11.608,7.246,1,0,NaN
Palaeoryx,sp.,11.608,7.246,1,0,NaN
Palaeoryx,stulzeli,11.608,5.332,1,0,NaN
Palaeosciurus,feignouxi,23.030,20.430,4,0,NaN
Palaeosciurus,fissurae,16.900,11.608,2,0,NaN
Palaeosciurus,goti,28.400,23.030,1,0,NaN
Palaeosciurus,gotti,33.900,28.400,1,0,NaN
Palaeosciurus,sp.,33.900,13.650,5,0,NaN
Palaeosciurus,sutteri,16.900,13.650,10,1,0.0230
Palaeosinopa,russelli,55.800,48.600,1,0,NaN
Palaeosinopa,sp.,55.800,48.600,1,0,NaN
Palaeotaria,henriettae,28.400,23.030,1,0,NaN
Palaeotherium,castrense,48.600,37.200,4,0,NaN
Palaeotherium,crassum,37.200,33.900,2,0,NaN
Palaeotherium,curtum,48.600,33.900,4,0,NaN
Palaeotherium,duvali,37.200,33.900,3,0,NaN
Palaeotherium,eocaenum,40.400,37.200,3,0,NaN
